student_id,assessment_id,score,weight
S5379,A2,76.14,0.2
S5379,A3,80.98,0.2
S5379,A4,80.15,0.2
S5379,A5,80.84,0.2
S5380,A1,84.95,0.2
S5380,A2,80.1,0.2
S5380,A3,85.77,0.2
S5380,A4,87.76,0.2
S5380,A5,77.54,0.2
S5381,A1,46.79,0.2
S5381,A2,7.71,0.2
S5381,A3,39.52,0.2
S5381,A4,43.82,0.2
S5381,A5,34.04,0.2
S5382,A1,83.36,0.2
S5382,A2,80.41,0.2
S5382,A3,84.36,0.2
S5382,A4,77.33,0.2
S5382,A5,72.62,0.2
S5383,A1,31.12,0.2
S5383,A2,34.45,0.2
S5383,A3,12.18,0.2
S5383,A4,23.85,0.2
S5383,A5,14.91,0.2
S5384,A1,81.8,0.2
S5384,A2,81.22,0.2
S5384,A3,77.26,0.2
S5384,A4,77.53,0.2
S5384,A5,85.77,0.2
S5385,A1,76.06,0.2
S5385,A2,82.92,0.2
S5385,A3,86.37,0.2
S5385,A4,86.42,0.2
S5385,A5,77.5,0.2
S5386,A1,66.26,0.2
S5386,A2,57.49,0.2
S5386,A3,56.35,0.2
S5386,A4,88.92,0.2
S5386,A5,70.59,0.2
S5387,A1,83.0,0.2
S5387,A2,78.94,0.2
S5387,A3,82.36,0.2
S5387,A4,74.25,0.2
S5387,A5,80.67,0.2
S5388,A1,30.39,0.2
S5388,A2,37.68,0.2
S5388,A3,42.54,0.2
S5388,A4,65.75,0.2
S5388,A5,15.26,0.2
S5389,A1,81.73,0.2
S5389,A2,74.43,0.2
S5389,A3,80.14,0.2
S5389,A4,86.78,0.2
S5389,A5,86.78,0.2
S5390,A1,77.7,0.2
S5390,A2,78.68,0.2
S5390,A3,76.14,0.2
S5390,A4,85.8,0.2
S5390,A5,81.14,0.2
S5391,A1,51.57,0.2
S5391,A2,41.35,0.2
S5391,A3,50.35,0.2
S5391,A4,28.06,0.2
S5391,A5,68.81,0.2
S5392,A1,76.15,0.2
S5392,A2,80.88,0.2
S5392,A3,90.08,0.2
S5392,A4,82.84,0.2
S5392,A5,91.69,0.2
S5393,A1,75.62,0.2
S5393,A2,76.28,0.2
S5393,A3,74.02,0.2
S5393,A4,72.55,0.2
S5393,A5,80.16,0.2
S5394,A1,78.31,0.2
S5394,A2,82.71,0.2
S5394,A3,86.18,0.2
S5394,A4,85.56,0.2
S5394,A5,90.03,0.2
S5395,A1,48.82,0.2
S5395,A2,56.85,0.2
S5395,A3,56.92,0.2
S5395,A4,56.32,0.2
S5395,A5,50.69,0.2
S5396,A1,83.09,0.2
S5396,A2,78.31,0.2
S5396,A3,75.55,0.2
S5396,A4,82.97,0.2
S5396,A5,83.66,0.2
S5397,A1,69.37,0.2
S5397,A2,77.33,0.2
S5397,A3,81.28,0.2
S5397,A4,83.32,0.2
S5397,A5,77.01,0.2
S5398,A1,82.91,0.2
S5398,A2,86.52,0.2
S5398,A3,73.42,0.2
S5398,A4,69.79,0.2
S5398,A5,75.46,0.2
S5399,A1,57.04,0.2
S5399,A2,55.34,0.2
S5399,A3,61.0,0.2
S5399,A4,44.96,0.2
S5399,A5,43.16,0.2
S5400,A1,82.37,0.2
S5400,A2,75.64,0.2
S5400,A3,77.49,0.2
S5400,A4,73.07,0.2
S5400,A5,84.03,0.2
S5401,A1,67.76,0.2
S5401,A2,74.88,0.2
S5401,A3,59.26,0.2
S5401,A4,46.67,0.2
S5401,A5,42.27,0.2
S5402,A1,80.93,0.2
S5402,A2,87.46,0.2
S5402,A3,82.92,0.2
S5402,A4,77.07,0.2
S5402,A5,76.63,0.2
S5403,A1,39.74,0.2
S5403,A2,45.93,0.2
S5403,A3,60.51,0.2
S5403,A4,64.69,0.2
S5403,A5,23.52,0.2
S5404,A1,73.12,0.2
S5404,A2,75.51,0.2
S5404,A3,78.71,0.2
S5404,A4,80.09,0.2
S5404,A5,77.18,0.2
S5405,A1,44.73,0.2
S5405,A2,33.19,0.2
S5405,A3,36.43,0.2
S5405,A4,43.62,0.2
S5405,A5,35.96,0.2
S5406,A1,35.35,0.2
S5406,A2,32.15,0.2
S5406,A3,29.82,0.2
S5406,A4,11.49,0.2
S5406,A5,46.04,0.2
S5407,A1,38.9,0.2
S5407,A2,53.13,0.2
S5407,A3,46.89,0.2
S5407,A4,29.49,0.2
S5407,A5,40.31,0.2
S5408,A1,78.61,0.2
S5408,A2,79.56,0.2
S5408,A3,76.97,0.2
S5408,A4,75.91,0.2
S5408,A5,78.23,0.2
S5409,A1,84.94,0.2
S5409,A2,84.14,0.2
S5409,A3,81.71,0.2
S5409,A4,85.72,0.2
S5409,A5,76.69,0.2
S5410,A1,22.53,0.2
S5410,A2,57.03,0.2
S5410,A3,49.41,0.2
S5410,A4,44.6,0.2
S5410,A5,42.26,0.2
S5411,A1,71.53,0.2
S5411,A2,57.61,0.2
S5411,A3,52.99,0.2
S5411,A4,57.29,0.2
S5411,A5,70.98,0.2
S5412,A1,27.27,0.2
S5412,A2,35.81,0.2
S5412,A3,0.28,0.2
S5412,A4,72.23,0.2
S5412,A5,32.29,0.2
S5413,A1,75.1,0.2
S5413,A2,61.89,0.2
S5413,A3,39.93,0.2
S5413,A4,47.89,0.2
S5413,A5,44.41,0.2
S5414,A1,54.15,0.2
S5414,A2,59.11,0.2
S5414,A3,62.06,0.2
S5414,A4,67.93,0.2
S5414,A5,54.25,0.2
S5415,A1,48.22,0.2
S5415,A2,66.4,0.2
S5415,A3,48.2,0.2
S5415,A4,72.37,0.2
S5415,A5,84.24,0.2
S5416,A1,57.21,0.2
S5416,A2,31.06,0.2
S5416,A3,47.38,0.2
S5416,A4,62.44,0.2
S5416,A5,52.54,0.2
S5417,A1,69.34,0.2
S5417,A2,46.26,0.2
S5417,A3,47.53,0.2
S5417,A4,30.88,0.2
S5417,A5,65.29,0.2
S5418,A1,59.9,0.2
S5418,A2,76.83,0.2
S5418,A3,71.54,0.2
S5418,A4,72.98,0.2
S5418,A5,79.2,0.2
S5419,A1,49.22,0.2
S5419,A2,58.29,0.2
S5419,A3,62.68,0.2
S5419,A4,73.76,0.2
S5419,A5,65.2,0.2
S5420,A1,82.34,0.2
S5420,A2,70.41,0.2
S5420,A3,75.9,0.2
S5420,A4,87.59,0.2
S5420,A5,79.89,0.2
S5421,A1,77.14,0.2
S5421,A2,72.76,0.2
S5421,A3,77.82,0.2
S5421,A4,92.28,0.2
S5421,A5,79.23,0.2
S5422,A1,84.49,0.2
S5422,A2,83.24,0.2
S5422,A3,82.93,0.2
S5422,A4,81.05,0.2
S5422,A5,77.55,0.2
S5423,A1,74.24,0.2
S5423,A2,50.16,0.2
S5423,A3,52.69,0.2
S5423,A4,59.77,0.2
S5423,A5,48.77,0.2
S5424,A1,43.84,0.2
S5424,A2,34.35,0.2
S5424,A3,64.04,0.2
S5424,A4,47.2,0.2
S5424,A5,44.17,0.2
S5425,A1,83.72,0.2
S5425,A2,73.96,0.2
S5425,A3,84.93,0.2
S5425,A4,73.86,0.2
S5425,A5,81.95,0.2
S5426,A1,29.94,0.2
S5426,A2,25.55,0.2
S5426,A3,23.6,0.2
S5426,A4,58.7,0.2
S5426,A5,51.73,0.2
S5427,A1,81.79,0.2
S5427,A2,85.24,0.2
S5427,A3,80.17,0.2
S5427,A4,77.77,0.2
S5427,A5,78.98,0.2
S5428,A1,79.3,0.2
S5428,A2,81.96,0.2
S5428,A3,85.6,0.2
S5428,A4,88.34,0.2
S5428,A5,75.77,0.2
S5429,A1,76.52,0.2
S5429,A2,78.77,0.2
S5429,A3,76.57,0.2
S5429,A4,77.37,0.2
S5429,A5,78.67,0.2
S5430,A1,41.92,0.2
S5430,A2,55.44,0.2
S5430,A3,46.34,0.2
S5430,A4,65.13,0.2
S5430,A5,62.69,0.2
S5431,A1,90.18,0.2
S5431,A2,87.76,0.2
S5431,A3,84.61,0.2
S5431,A4,80.41,0.2
S5431,A5,78.57,0.2
S5432,A1,72.37,0.2
S5432,A2,74.03,0.2
S5432,A3,72.01,0.2
S5432,A4,95.09,0.2
S5432,A5,75.18,0.2
S5433,A1,80.78,0.2
S5433,A2,80.96,0.2
S5433,A3,84.04,0.2
S5433,A4,84.3,0.2
S5433,A5,79.66,0.2
S5434,A1,47.44,0.2
S5434,A2,62.24,0.2
S5434,A3,59.25,0.2
S5434,A4,87.4,0.2
S5434,A5,68.11,0.2
S5435,A1,49.74,0.2
S5435,A2,33.27,0.2
S5435,A3,58.7,0.2
S5435,A4,58.75,0.2
S5435,A5,62.9,0.2
S5436,A1,24.01,0.2
S5436,A2,4.59,0.2
S5436,A3,56.01,0.2
S5436,A4,40.3,0.2
S5436,A5,23.69,0.2
S5437,A1,89.28,0.2
S5437,A2,78.21,0.2
S5437,A3,73.47,0.2
S5437,A4,81.98,0.2
S5437,A5,86.07,0.2
S5438,A1,78.66,0.2
S5438,A2,86.8,0.2
S5438,A3,76.85,0.2
S5438,A4,80.05,0.2
S5438,A5,79.95,0.2
S5439,A1,47.32,0.2
S5439,A2,70.68,0.2
S5439,A3,55.5,0.2
S5439,A4,60.65,0.2
S5439,A5,75.38,0.2
S5440,A1,25.75,0.2
S5440,A2,66.42,0.2
S5440,A3,29.44,0.2
S5440,A4,27.0,0.2
S5440,A5,53.26,0.2
S5441,A1,25.21,0.2
S5441,A2,43.8,0.2
S5441,A3,63.39,0.2
S5441,A4,37.26,0.2
S5441,A5,35.63,0.2
S5442,A1,77.74,0.2
S5442,A2,79.64,0.2
S5442,A3,88.13,0.2
S5442,A4,74.47,0.2
S5442,A5,78.67,0.2
S5443,A1,64.69,0.2
S5443,A2,59.37,0.2
S5443,A3,71.03,0.2
S5443,A4,69.6,0.2
S5443,A5,57.68,0.2
S5444,A1,42.32,0.2
S5444,A2,42.27,0.2
S5444,A3,6.84,0.2
S5444,A4,27.33,0.2
S5444,A5,62.08,0.2
S5445,A1,43.16,0.2
S5445,A2,58.55,0.2
S5445,A3,69.13,0.2
S5445,A4,62.89,0.2
S5445,A5,73.16,0.2
S5446,A1,80.48,0.2
S5446,A2,77.6,0.2
S5446,A3,83.82,0.2
S5446,A4,82.84,0.2
S5446,A5,72.89,0.2
S5447,A1,66.0,0.2
S5447,A2,62.11,0.2
S5447,A3,74.24,0.2
S5447,A4,59.54,0.2
S5447,A5,74.28,0.2
S5448,A1,83.52,0.2
S5448,A2,88.52,0.2
S5448,A3,83.54,0.2
S5448,A4,80.47,0.2
S5448,A5,82.48,0.2
S5449,A1,43.99,0.2
S5449,A2,35.67,0.2
S5449,A3,56.75,0.2
S5449,A4,35.47,0.2
S5449,A5,56.33,0.2
S5450,A1,80.14,0.2
S5450,A2,77.97,0.2
S5450,A3,76.75,0.2
S5450,A4,81.91,0.2
S5450,A5,76.4,0.2
S5451,A1,77.92,0.2
S5451,A2,82.38,0.2
S5451,A3,81.43,0.2
S5451,A4,80.0,0.2
S5451,A5,89.49,0.2
S5452,A1,79.86,0.2
S5452,A2,76.15,0.2
S5452,A3,80.27,0.2
S5452,A4,78.18,0.2
S5452,A5,80.51,0.2
S5453,A1,45.23,0.2
S5453,A2,64.5,0.2
S5453,A3,64.11,0.2
S5453,A4,68.54,0.2
S5453,A5,52.48,0.2
S5454,A1,84.06,0.2
S5454,A2,83.75,0.2
S5454,A3,76.87,0.2
S5454,A4,80.71,0.2
S5454,A5,78.76,0.2
S5455,A1,79.2,0.2
S5455,A2,75.13,0.2
S5455,A3,76.31,0.2
S5455,A4,71.58,0.2
S5455,A5,80.81,0.2
S5456,A1,59.33,0.2
S5456,A2,51.39,0.2
S5456,A3,72.93,0.2
S5456,A4,41.55,0.2
S5456,A5,20.87,0.2
S5457,A1,76.69,0.2
S5457,A2,85.91,0.2
S5457,A3,77.66,0.2
S5457,A4,88.28,0.2
S5457,A5,77.16,0.2
S5458,A1,40.39,0.2
S5458,A2,63.02,0.2
S5458,A3,61.66,0.2
S5458,A4,63.1,0.2
S5458,A5,56.64,0.2
S5459,A1,62.25,0.2
S5459,A2,50.26,0.2
S5459,A3,42.06,0.2
S5459,A4,63.29,0.2
S5459,A5,69.57,0.2
S5460,A1,37.29,0.2
S5460,A2,36.37,0.2
S5460,A3,45.81,0.2
S5460,A4,15.21,0.2
S5460,A5,38.77,0.2
S5461,A1,58.28,0.2
S5461,A2,40.49,0.2
S5461,A3,44.39,0.2
S5461,A4,68.82,0.2
S5461,A5,52.87,0.2
S5462,A1,59.84,0.2
S5462,A2,26.92,0.2
S5462,A3,56.07,0.2
S5462,A4,27.15,0.2
S5462,A5,51.3,0.2
S5463,A1,84.99,0.2
S5463,A2,80.27,0.2
S5463,A3,75.83,0.2
S5463,A4,78.39,0.2
S5463,A5,76.81,0.2
S5464,A1,69.67,0.2
S5464,A2,55.27,0.2
S5464,A3,35.82,0.2
S5464,A4,36.94,0.2
S5464,A5,45.81,0.2
S5465,A1,84.0,0.2
S5465,A2,79.48,0.2
S5465,A3,76.31,0.2
S5465,A4,71.16,0.2
S5465,A5,79.63,0.2
S5466,A1,26.99,0.2
S5466,A2,20.53,0.2
S5466,A3,40.3,0.2
S5466,A4,56.99,0.2
S5466,A5,46.84,0.2
S5467,A1,47.35,0.2
S5467,A2,70.88,0.2
S5467,A3,80.08,0.2
S5467,A4,48.44,0.2
S5467,A5,61.45,0.2
S5468,A1,43.13,0.2
S5468,A2,35.69,0.2
S5468,A3,42.23,0.2
S5468,A4,30.48,0.2
S5468,A5,46.89,0.2
S5469,A1,42.5,0.2
S5469,A2,56.54,0.2
S5469,A3,66.56,0.2
S5469,A4,64.26,0.2
S5469,A5,56.03,0.2
S5470,A1,87.42,0.2
S5470,A2,73.57,0.2
S5470,A3,83.24,0.2
S5470,A4,71.73,0.2
S5470,A5,79.47,0.2
S5471,A1,84.69,0.2
S5471,A2,83.29,0.2
S5471,A3,79.36,0.2
S5471,A4,82.68,0.2
S5471,A5,85.03,0.2
S5472,A1,84.92,0.2
S5472,A2,77.31,0.2
S5472,A3,73.4,0.2
S5472,A4,85.27,0.2
S5472,A5,79.51,0.2
S5473,A1,64.87,0.2
S5473,A2,55.75,0.2
S5473,A3,48.28,0.2
S5473,A4,25.2,0.2
S5473,A5,64.92,0.2
S5474,A1,55.94,0.2
S5474,A2,47.75,0.2
S5474,A3,59.38,0.2
S5474,A4,61.61,0.2
S5474,A5,59.99,0.2
S5475,A1,41.25,0.2
S5475,A2,35.71,0.2
S5475,A3,25.16,0.2
S5475,A4,29.95,0.2
S5475,A5,56.74,0.2
S5476,A1,88.4,0.2
S5476,A2,70.1,0.2
S5476,A3,76.19,0.2
S5476,A4,74.94,0.2
S5476,A5,81.02,0.2
S5477,A1,87.37,0.2
S5477,A2,73.3,0.2
S5477,A3,78.31,0.2
S5477,A4,75.87,0.2
S5477,A5,77.25,0.2
S5478,A1,56.79,0.2
S5478,A2,46.19,0.2
S5478,A3,34.04,0.2
S5478,A4,42.46,0.2
S5478,A5,45.67,0.2
S5479,A1,81.4,0.2
S5479,A2,77.58,0.2
S5479,A3,77.92,0.2
S5479,A4,86.87,0.2
S5479,A5,83.33,0.2
S5480,A1,86.41,0.2
S5480,A2,77.85,0.2
S5480,A3,82.99,0.2
S5480,A4,73.26,0.2
S5480,A5,71.08,0.2
S5481,A1,52.94,0.2
S5481,A2,55.37,0.2
S5481,A3,38.64,0.2
S5481,A4,54.43,0.2
S5481,A5,60.9,0.2
S5482,A1,87.67,0.2
S5482,A2,81.75,0.2
S5482,A3,69.26,0.2
S5482,A4,81.76,0.2
S5482,A5,81.96,0.2
S5483,A1,60.33,0.2
S5483,A2,35.63,0.2
S5483,A3,21.84,0.2
S5483,A4,32.23,0.2
S5483,A5,49.13,0.2
S5484,A1,75.71,0.2
S5484,A2,79.45,0.2
S5484,A3,71.44,0.2
S5484,A4,81.45,0.2
S5484,A5,76.85,0.2
S5485,A1,65.98,0.2
S5485,A2,72.05,0.2
S5485,A3,54.07,0.2
S5485,A4,79.63,0.2
S5485,A5,74.28,0.2
S5486,A1,83.76,0.2
S5486,A2,82.48,0.2
S5486,A3,76.55,0.2
S5486,A4,82.49,0.2
S5486,A5,75.79,0.2
S5487,A1,77.4,0.2
S5487,A2,80.31,0.2
S5487,A3,74.35,0.2
S5487,A4,78.93,0.2
S5487,A5,83.63,0.2
S5488,A1,26.81,0.2
S5488,A2,31.67,0.2
S5488,A3,63.3,0.2
S5488,A4,30.81,0.2
S5488,A5,31.53,0.2
S5489,A1,80.01,0.2
S5489,A2,78.73,0.2
S5489,A3,77.66,0.2
S5489,A4,70.39,0.2
S5489,A5,70.89,0.2
S5490,A1,82.21,0.2
S5490,A2,51.56,0.2
S5490,A3,65.85,0.2
S5490,A4,66.6,0.2
S5490,A5,65.59,0.2
S5491,A1,75.89,0.2
S5491,A2,77.05,0.2
S5491,A3,82.05,0.2
S5491,A4,77.55,0.2
S5491,A5,74.82,0.2
S5492,A1,83.87,0.2
S5492,A2,81.45,0.2
S5492,A3,79.11,0.2
S5492,A4,78.57,0.2
S5492,A5,83.52,0.2
S5493,A1,51.08,0.2
S5493,A2,51.61,0.2
S5493,A3,61.47,0.2
S5493,A4,55.6,0.2
S5493,A5,65.3,0.2
S5494,A1,77.42,0.2
S5494,A2,84.63,0.2
S5494,A3,79.49,0.2
S5494,A4,83.98,0.2
S5494,A5,80.23,0.2
S5495,A1,58.26,0.2
S5495,A2,53.51,0.2
S5495,A3,70.1,0.2
S5495,A4,46.53,0.2
S5495,A5,64.22,0.2
S5496,A1,60.8,0.2
S5496,A2,61.88,0.2
S5496,A3,57.65,0.2
S5496,A4,80.97,0.2
S5496,A5,71.37,0.2
S5497,A1,71.92,0.2
S5497,A2,70.36,0.2
S5497,A3,60.92,0.2
S5497,A4,77.14,0.2
S5497,A5,55.2,0.2
S5498,A1,74.34,0.2
S5498,A2,78.51,0.2
S5498,A3,79.49,0.2
S5498,A4,73.69,0.2
S5498,A5,78.43,0.2
S5499,A1,60.98,0.2
S5499,A2,63.32,0.2
S5499,A3,54.17,0.2
S5499,A4,73.56,0.2
S5499,A5,39.73,0.2
S5500,A1,82.95,0.2
S5500,A2,71.51,0.2
S5500,A3,80.41,0.2
S5500,A4,77.47,0.2
S5500,A5,74.78,0.2
S5501,A1,80.98,0.2
S5501,A2,80.49,0.2
S5501,A3,84.35,0.2
S5501,A4,77.22,0.2
S5501,A5,82.94,0.2
S5502,A1,22.8,0.2
S5502,A2,38.26,0.2
S5502,A3,43.43,0.2
S5502,A4,22.59,0.2
S5502,A5,9.93,0.2
S5503,A1,73.03,0.2
S5503,A2,51.25,0.2
S5503,A3,43.29,0.2
S5503,A4,66.68,0.2
S5503,A5,78.79,0.2
S5504,A1,60.39,0.2
S5504,A2,61.78,0.2
S5504,A3,40.69,0.2
S5504,A4,60.13,0.2
S5504,A5,64.26,0.2
S5505,A1,79.0,0.2
S5505,A2,83.86,0.2
S5505,A3,80.11,0.2
S5505,A4,74.86,0.2
S5505,A5,77.55,0.2
S5506,A1,88.62,0.2
S5506,A2,73.78,0.2
S5506,A3,78.81,0.2
S5506,A4,74.67,0.2
S5506,A5,74.41,0.2
S5507,A1,70.83,0.2
S5507,A2,79.2,0.2
S5507,A3,82.7,0.2
S5507,A4,71.45,0.2
S5507,A5,72.62,0.2
S5508,A1,66.51,0.2
S5508,A2,51.49,0.2
S5508,A3,58.35,0.2
S5508,A4,49.95,0.2
S5508,A5,67.84,0.2
S5509,A1,84.23,0.2
S5509,A2,78.24,0.2
S5509,A3,83.75,0.2
S5509,A4,75.48,0.2
S5509,A5,82.08,0.2
S5510,A1,80.87,0.2
S5510,A2,31.24,0.2
S5510,A3,43.84,0.2
S5510,A4,27.81,0.2
S5510,A5,27.29,0.2
S5511,A1,62.72,0.2
S5511,A2,26.39,0.2
S5511,A3,69.17,0.2
S5511,A4,25.75,0.2
S5511,A5,39.42,0.2
S5512,A1,85.55,0.2
S5512,A2,75.49,0.2
S5512,A3,69.67,0.2
S5512,A4,81.55,0.2
S5512,A5,86.42,0.2
S5513,A1,58.81,0.2
S5513,A2,65.39,0.2
S5513,A3,56.12,0.2
S5513,A4,66.11,0.2
S5513,A5,52.83,0.2
S5514,A1,74.69,0.2
S5514,A2,78.48,0.2
S5514,A3,77.84,0.2
S5514,A4,73.62,0.2
S5514,A5,82.14,0.2
S5515,A1,84.02,0.2
S5515,A2,77.79,0.2
S5515,A3,79.02,0.2
S5515,A4,73.71,0.2
S5515,A5,84.18,0.2
S5516,A1,77.12,0.2
S5516,A2,77.86,0.2
S5516,A3,84.14,0.2
S5516,A4,85.46,0.2
S5516,A5,76.48,0.2
S5517,A1,75.25,0.2
S5517,A2,80.18,0.2
S5517,A3,74.15,0.2
S5517,A4,82.2,0.2
S5517,A5,82.52,0.2
S5518,A1,74.46,0.2
S5518,A2,81.78,0.2
S5518,A3,76.33,0.2
S5518,A4,83.7,0.2
S5518,A5,86.74,0.2
S5519,A1,38.83,0.2
S5519,A2,46.63,0.2
S5519,A3,47.18,0.2
S5519,A4,62.45,0.2
S5519,A5,33.91,0.2
S5520,A1,77.41,0.2
S5520,A2,73.67,0.2
S5520,A3,85.07,0.2
S5520,A4,80.12,0.2
S5520,A5,74.15,0.2
S5521,A1,7.68,0.2
S5521,A2,49.11,0.2
S5521,A3,67.01,0.2
S5521,A4,30.57,0.2
S5521,A5,46.72,0.2
S5522,A1,72.87,0.2
S5522,A2,70.14,0.2
S5522,A3,81.23,0.2
S5522,A4,79.58,0.2
S5522,A5,83.93,0.2
S5523,A1,36.54,0.2
S5523,A2,57.12,0.2
S5523,A3,19.11,0.2
S5523,A4,33.14,0.2
S5523,A5,37.03,0.2
S5524,A1,66.68,0.2
S5524,A2,52.12,0.2
S5524,A3,42.64,0.2
S5524,A4,45.74,0.2
S5524,A5,53.53,0.2
S5525,A1,75.87,0.2
S5525,A2,83.3,0.2
S5525,A3,81.16,0.2
S5525,A4,81.15,0.2
S5525,A5,71.38,0.2
S5526,A1,79.94,0.2
S5526,A2,85.19,0.2
S5526,A3,76.4,0.2
S5526,A4,79.1,0.2
S5526,A5,84.4,0.2
S5527,A1,39.61,0.2
S5527,A2,56.03,0.2
S5527,A3,35.25,0.2
S5527,A4,36.17,0.2
S5527,A5,34.16,0.2
S5528,A1,45.44,0.2
S5528,A2,50.16,0.2
S5528,A3,43.76,0.2
S5528,A4,30.41,0.2
S5528,A5,49.95,0.2
S5529,A1,78.42,0.2
S5529,A2,79.05,0.2
S5529,A3,75.65,0.2
S5529,A4,79.5,0.2
S5529,A5,87.97,0.2
S5530,A1,78.04,0.2
S5530,A2,83.5,0.2
S5530,A3,80.82,0.2
S5530,A4,72.77,0.2
S5530,A5,76.53,0.2
S5531,A1,53.96,0.2
S5531,A2,66.42,0.2
S5531,A3,46.94,0.2
S5531,A4,51.08,0.2
S5531,A5,80.41,0.2
S5532,A1,49.1,0.2
S5532,A2,53.95,0.2
S5532,A3,54.95,0.2
S5532,A4,4.52,0.2
S5532,A5,39.2,0.2
S5533,A1,71.27,0.2
S5533,A2,81.41,0.2
S5533,A3,82.97,0.2
S5533,A4,80.81,0.2
S5533,A5,81.67,0.2
S5534,A1,26.33,0.2
S5534,A2,49.35,0.2
S5534,A3,48.79,0.2
S5534,A4,12.06,0.2
S5534,A5,54.19,0.2
S5535,A1,80.46,0.2
S5535,A2,82.11,0.2
S5535,A3,74.85,0.2
S5535,A4,81.07,0.2
S5535,A5,78.85,0.2
S5536,A1,80.98,0.2
S5536,A2,85.76,0.2
S5536,A3,76.4,0.2
S5536,A4,82.82,0.2
S5536,A5,87.05,0.2
S5537,A1,66.73,0.2
S5537,A2,78.46,0.2
S5537,A3,76.46,0.2
S5537,A4,82.25,0.2
S5537,A5,77.72,0.2
S5538,A1,79.1,0.2
S5538,A2,75.98,0.2
S5538,A3,76.44,0.2
S5538,A4,80.18,0.2
S5538,A5,78.2,0.2
S5539,A1,62.46,0.2
S5539,A2,7.91,0.2
S5539,A3,66.69,0.2
S5539,A4,33.99,0.2
S5539,A5,40.24,0.2
S5540,A1,81.59,0.2
S5540,A2,82.33,0.2
S5540,A3,86.75,0.2
S5540,A4,86.19,0.2
S5540,A5,76.28,0.2
S5541,A1,24.51,0.2
S5541,A2,45.4,0.2
S5541,A3,37.83,0.2
S5541,A4,31.59,0.2
S5541,A5,29.62,0.2
S5542,A1,85.22,0.2
S5542,A2,74.75,0.2
S5542,A3,74.8,0.2
S5542,A4,81.36,0.2
S5542,A5,83.13,0.2
S5543,A1,34.74,0.2
S5543,A2,35.61,0.2
S5543,A3,32.51,0.2
S5543,A4,60.01,0.2
S5543,A5,33.17,0.2
S5544,A1,52.56,0.2
S5544,A2,43.51,0.2
S5544,A3,60.31,0.2
S5544,A4,64.72,0.2
S5544,A5,57.7,0.2
S5545,A1,80.29,0.2
S5545,A2,78.31,0.2
S5545,A3,75.01,0.2
S5545,A4,91.57,0.2
S5545,A5,75.96,0.2
S5546,A1,86.37,0.2
S5546,A2,76.59,0.2
S5546,A3,70.99,0.2
S5546,A4,84.24,0.2
S5546,A5,76.88,0.2
S5547,A1,80.55,0.2
S5547,A2,81.6,0.2
S5547,A3,74.41,0.2
S5547,A4,79.27,0.2
S5547,A5,81.97,0.2
S5548,A1,67.31,0.2
S5548,A2,50.21,0.2
S5548,A3,53.44,0.2
S5548,A4,59.6,0.2
S5548,A5,72.78,0.2
S5549,A1,29.27,0.2
S5549,A2,39.56,0.2
S5549,A3,17.58,0.2
S5549,A4,43.73,0.2
S5549,A5,35.48,0.2
S5550,A1,66.95,0.2
S5550,A2,51.68,0.2
S5550,A3,70.26,0.2
S5550,A4,57.19,0.2
S5550,A5,83.36,0.2
S5551,A1,59.02,0.2
S5551,A2,37.63,0.2
S5551,A3,70.53,0.2
S5551,A4,73.43,0.2
S5551,A5,53.31,0.2
S5552,A1,57.02,0.2
S5552,A2,46.84,0.2
S5552,A3,37.66,0.2
S5552,A4,48.47,0.2
S5552,A5,47.38,0.2
S5553,A1,87.05,0.2
S5553,A2,69.77,0.2
S5553,A3,83.25,0.2
S5553,A4,76.69,0.2
S5553,A5,82.99,0.2
S5554,A1,59.91,0.2
S5554,A2,54.48,0.2
S5554,A3,69.08,0.2
S5554,A4,43.68,0.2
S5554,A5,53.98,0.2
S5555,A1,54.32,0.2
S5555,A2,41.73,0.2
S5555,A3,46.75,0.2
S5555,A4,61.79,0.2
S5555,A5,60.65,0.2
S5556,A1,80.44,0.2
S5556,A2,85.04,0.2
S5556,A3,79.86,0.2
S5556,A4,84.17,0.2
S5556,A5,76.6,0.2
S5557,A1,0.0,0.2
S5557,A2,48.21,0.2
S5557,A3,37.14,0.2
S5557,A4,33.71,0.2
S5557,A5,30.61,0.2
S5558,A1,81.88,0.2
S5558,A2,78.63,0.2
S5558,A3,70.08,0.2
S5558,A4,82.3,0.2
S5558,A5,87.93,0.2
S5559,A1,81.08,0.2
S5559,A2,83.87,0.2
S5559,A3,76.89,0.2
S5559,A4,86.38,0.2
S5559,A5,77.35,0.2
S5560,A1,79.1,0.2
S5560,A2,79.09,0.2
S5560,A3,79.67,0.2
S5560,A4,89.11,0.2
S5560,A5,78.95,0.2
S5561,A1,77.67,0.2
S5561,A2,80.14,0.2
S5561,A3,83.0,0.2
S5561,A4,81.23,0.2
S5561,A5,81.87,0.2
S5562,A1,76.42,0.2
S5562,A2,85.79,0.2
S5562,A3,84.98,0.2
S5562,A4,83.21,0.2
S5562,A5,88.07,0.2
S5563,A1,60.57,0.2
S5563,A2,48.5,0.2
S5563,A3,39.45,0.2
S5563,A4,50.78,0.2
S5563,A5,48.01,0.2
S5564,A1,82.86,0.2
S5564,A2,78.07,0.2
S5564,A3,77.61,0.2
S5564,A4,74.6,0.2
S5564,A5,79.06,0.2
S5565,A1,85.1,0.2
S5565,A2,83.2,0.2
S5565,A3,78.53,0.2
